Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz,Target
1,-14,-15,-20,-23,-22,-31,-2,-6,-16,-30,-30,-32,-25,-6,-15,-13,-30,-21,-29,-26,-121,-99,-97,-76,-78,-55,-68,-67,-33,-24,-27,-26,-26,-38,-39,-47,-45,-9,-30,23,-27,11,-6,18,-27,-13,-11,-31,-30,-27,-16,-23,-23,-28,-22,-24,-16,-16,-37,-24,-12,-15,-16,LEFT
-24,-27,-29,-21,-18,-16,-14,-4,-12,-16,-23,-20,-16,-16,-4,-9,-6,-16,0,-7,-4,-83,-69,-68,-33,-34,-36,-46,-45,7,-17,-18,-18,-18,-13,-15,-25,-13,5,-10,48,-6,21,4,34,-7,3,4,-10,-8,-4,8,3,4,-9,-4,-5,-1,10,-12,-6,0,0,2,LEFT
-24,-17,-17,-5,2,3,5,1,-5,-5,-10,-5,-2,-11,2,1,2,-5,8,1,3,-59,-52,-58,-9,-11,-30,-39,-35,15,-24,-26,-25,-26,-15,-16,-20,-22,3,-20,16,-18,7,-3,13,-20,-2,-2,-12,-12,-13,-1,-5,-7,-25,-5,-7,-5,-2,-23,-10,-1,-3,3,LEFT
-18,-23,-23,-15,-11,-10,-10,-12,-15,-15,-19,-17,-14,-26,-12,-10,-8,-16,-6,-12,-8,-82,-70,-72,-32,-35,-42,-35,-33,-14,-29,-31,-31,-31,-25,-26,-8,-18,2,-24,-7,-22,-8,-6,-12,-22,-10,-10,-18,-17,-21,-9,-12,-13,-22,-5,-9,-11,-8,-30,-11,-1,-13,2,LEFT
-31,-31,-33,-26,-17,-16,-12,-17,-22,-25,-26,-26,-19,-16,-17,-16,-14,-24,-15,-20,-13,-114,-83,-80,-69,-74,-58,-46,-45,-59,-37,-39,-39,-39,-43,-44,-12,-20,-5,-16,-29,-14,-26,-6,-29,-16,-16,-16,-26,-26,-32,-24,-25,-27,-20,-2,-12,-22,-17,-38,-16,0,-17,12,LEFT
-37,-44,-46,-48,-43,-41,-46,-37,-35,-44,-49,-51,-44,-25,-35,-36,-34,-44,-40,-46,-41,-136,-109,-103,-104,-107,-81,-81,-79,-84,-55,-56,-55,-55,-68,-69,-62,-70,-47,-33,-50,-32,-55,-11,-39,-32,-37,-36,-42,-41,-50,-44,-42,-42,-34,-26,-34,-34,-27,-48,-37,-11,-18,-2,LEFT
-21,-42,-43,-50,-53,-50,-56,-46,-35,-45,-52,-54,-48,-28,-39,-40,-37,-44,-40,-45,-35,-147,-118,-108,-103,-105,-74,-77,-74,-65,-46,-46,-46,-47,-55,-58,-47,-63,-55,-18,-28,-15,-33,5,-22,-15,-31,-31,-31,-30,-33,-26,-24,-24,-13,-20,-24,-17,-12,-33,-24,-4,-8,4,LEFT
-58,-40,-40,-35,-29,-26,-19,-42,-30,-31,-33,-28,-19,-4,-24,-23,-21,-21,-14,-18,-5,-108,-98,-91,-92,-94,-59,-67,-65,-37,-43,-44,-44,-44,-36,-39,-16,-47,-18,-3,-5,-2,-7,-1,-7,-4,-18,-18,-18,-17,-14,-8,-11,-11,-10,-5,-12,-4,-5,-26,-14,8,2,4,LEFT
-65,-45,-46,-35,-24,-22,-14,-43,-32,-31,-32,-24,-16,-14,-25,-25,-23,-19,-12,-16,-7,-142,-115,-102,-103,-105,-73,-85,-84,-61,-55,-58,-58,-58,-49,-50,-57,-72,-8,-18,-1,-17,-29,-8,-13,-17,-26,-25,-27,-26,-19,-13,-13,-13,-19,-12,-22,-11,-7,-27,-24,5,-2,-2,LEFT
-76,-62,-64,-50,-35,-33,-20,-51,-40,-42,-42,-34,-18,-8,-29,-34,-31,-25,-12,-13,-2,-138,-111,-93,-76,-77,-80,-73,-71,-62,-63,-65,-64,-65,-50,-53,-57,-33,-11,2,-4,4,-30,12,-15,4,-25,-25,-30,-29,-21,-10,-6,-6,3,-12,-22,-13,-1,-23,-24,1,-7,4,LEFT
-62,-63,-63,-54,-34,-31,-5,-46,-39,-43,-46,-36,-17,-1,-26,-37,-34,-29,-16,-15,-2,-116,-95,-84,-81,-84,-73,-61,-61,-62,-58,-59,-59,-60,-43,-46,-14,1,-19,-14,-12,-14,-16,6,-10,-15,-30,-29,-39,-36,-31,-21,-21,-22,-23,-24,-33,-23,-18,-40,-34,-13,-18,-14,LEFT
-24,-44,-43,-42,-28,-26,-10,-35,-30,-32,-39,-31,-18,-25,-20,-31,-27,-22,-15,-16,-11,-111,-87,-80,-56,-58,-43,-48,-47,-22,-21,-21,-22,-22,-22,-23,-3,-7,21,-18,29,-15,19,3,21,-14,-6,-5,-12,-11,-6,1,-4,-4,-12,-2,-7,1,1,-20,-6,4,-2,-5,LEFT
1,-8,-8,-7,4,6,11,-7,1,7,-1,4,12,4,10,10,11,17,23,21,19,-52,-44,-44,-7,-9,-16,2,5,20,3,2,1,1,1,-2,5,-5,40,12,37,15,19,12,27,13,7,8,16,16,23,27,16,18,10,11,11,17,18,-4,8,15,7,-2,LEFT
-1,-1,-3,-1,12,13,16,-11,2,11,6,7,14,2,1,10,12,16,21,20,12,-96,-64,-50,-50,-54,-35,-27,-25,-26,-21,-25,-24,-23,-12,-13,-29,-29,-2,-12,-14,-11,-16,2,-14,-11,-20,-19,-2,-2,6,6,-4,-4,-17,-13,-10,-2,-4,-25,-13,-1,-11,-21,LEFT
-15,-15,-16,-12,3,5,16,-22,-13,0,-5,-2,6,-14,-11,-4,-1,6,10,10,2,-124,-74,-53,-53,-56,-30,-26,-25,-41,-20,-20,-18,-19,1,-2,-14,-18,4,-6,-16,-3,1,18,-6,-3,-8,-6,4,5,11,12,1,1,-2,1,1,3,4,-18,1,7,-9,-5,LEFT
4,5,4,5,20,22,35,-2,4,16,8,11,19,2,5,8,10,14,17,15,16,-87,-60,-36,-31,-34,-9,-5,-4,-31,7,6,6,6,11,9,-1,1,5,-3,18,-2,12,7,21,-5,-1,-1,-1,-1,1,3,-6,-6,-10,0,-5,-10,-7,-29,-9,3,-10,-3,LEFT
1,-4,-6,-8,-1,1,9,-18,-8,-4,-12,-10,-7,-15,-15,-12,-9,-10,-10,-13,-8,-86,-80,-55,-70,-72,-40,-41,-40,-48,-22,-26,-26,-25,-21,-21,-36,-14,-30,-17,1,-15,-3,-9,5,-15,-14,-13,-21,-20,-23,-18,-23,-23,-15,-11,-20,-25,-20,-40,-22,-5,-13,-3,LEFT
-40,-31,-32,-24,-20,-18,-12,-35,-21,-17,-21,-17,-14,-6,-19,-15,-13,-12,-10,-10,-5,-98,-92,-69,-78,-80,-47,-45,-44,-57,-36,-36,-36,-37,-21,-23,-8,-11,-56,0,-7,2,-4,5,-2,2,-4,-3,-11,-9,-10,-3,-6,-5,1,0,-10,-13,-1,-22,-12,5,-2,11,LEFT
-40,-25,-25,-15,-9,-8,1,-32,-12,-9,-12,-5,-2,1,-7,-5,-3,-1,3,1,5,-117,-97,-84,-64,-66,-43,-69,-69,-56,-36,-36,-36,-37,-10,-12,2,-40,-53,-1,-7,-1,-11,-4,-2,-1,-4,-4,-7,-7,-4,2,-2,-3,-5,-3,-11,-9,-2,-22,-14,3,0,-2,LEFT
-36,-22,-22,-7,-1,-1,16,-33,-10,-4,-7,1,8,-3,-10,-1,2,4,10,5,10,-105,-84,-62,-52,-53,-27,-44,-43,-20,-14,-14,-14,-14,4,3,1,-15,-15,-1,-21,0,-22,5,-5,1,5,5,13,14,18,24,18,18,2,12,8,14,22,1,8,18,20,12,LEFT
9,15,16,26,27,29,26,5,26,35,26,32,33,14,19,36,38,38,42,35,33,-97,-54,-23,-41,-43,11,10,13,-4,31,31,29,29,27,26,-1,17,6,18,16,20,10,18,27,18,38,39,44,44,43,44,35,36,15,38,35,33,37,15,33,38,34,29,LEFT
36,39,38,38,32,32,18,31,44,47,34,34,28,13,30,40,42,39,37,29,22,-64,-56,-50,-39,-42,-6,-2,0,-17,7,3,3,5,2,2,-30,-15,-6,5,12,5,10,-1,30,5,24,25,25,25,20,16,13,13,-1,16,14,11,11,-10,9,24,18,16,LEFT
8,12,9,11,7,8,5,8,15,20,7,7,7,-1,0,6,10,10,14,5,1,-61,-68,-71,-51,-54,-27,-22,-21,-24,-14,-15,-14,-14,-11,-12,-32,-17,-29,-5,-24,-4,-2,6,4,-4,-4,-3,-3,-2,0,-2,-3,-4,-8,-7,-11,-11,-4,-26,-15,4,-4,2,LEFT
-21,-2,-3,2,3,5,2,-5,1,11,-2,-1,3,-8,-13,-4,-1,-1,4,-5,-10,-91,-77,-65,-50,-52,-24,-37,-36,-29,-13,-13,-13,-14,-12,-14,-33,-21,-43,-19,-15,-19,-1,17,6,-20,-11,-9,-16,-16,-15,-16,-22,-23,-26,-17,-26,-26,-24,-45,-29,-16,-23,-22,LEFT
-13,-9,-11,-6,-10,-8,-16,-11,-6,4,-13,-17,-18,-27,-21,-13,-10,-12,-13,-28,-32,-98,-93,-71,-51,-53,-33,-54,-54,-25,-20,-21,-21,-20,-17,-17,-32,-34,-16,-25,-15,-24,1,-4,11,-23,-4,-3,-13,-12,-12,-14,-24,-24,-22,-8,-16,-16,-20,-40,-15,-5,-11,-11,LEFT
4,-1,-3,7,3,5,6,7,9,20,2,-1,0,-9,-2,7,10,9,11,-6,-8,-80,-61,-40,-34,-35,-6,-31,-31,-1,13,13,12,12,14,12,13,-8,21,3,-15,4,27,8,21,4,18,18,15,14,18,17,4,4,3,14,10,8,8,-14,8,20,12,15,LEFT
9,21,20,25,24,24,36,8,18,31,14,11,16,2,-2,13,14,14,17,3,2,-88,-53,-39,-68,-71,-7,-39,-38,-41,6,3,3,3,2,0,3,-23,-36,-7,-26,-8,5,9,-5,-8,-10,-9,-6,-7,-3,-4,-15,-17,-13,-17,-17,-16,-17,-38,-21,-3,-8,-13,LEFT
-18,-2,-4,-1,-6,-5,3,-29,-6,4,-12,-15,-12,-10,-30,-14,-10,-8,-6,-20,-17,-98,-81,-60,-58,-59,-31,-37,-35,-55,-25,-28,-27,-26,-21,-22,-32,-11,-57,-4,-22,-2,-21,16,-18,-1,-10,-8,-6,-6,-5,-4,-15,-14,1,-10,-10,-10,-13,-34,-10,-3,-13,-8,LEFT
-18,-1,-2,1,-1,2,-5,-12,12,15,-2,-2,1,12,-4,8,10,9,13,-1,1,-80,-69,-46,-20,-22,-15,-14,-13,-15,-13,-13,-14,-14,-6,-7,-21,15,-36,12,-30,13,-3,27,-12,11,10,12,8,8,2,5,-6,-5,6,1,0,-5,-11,-32,-3,-3,-16,-5,LEFT
-9,1,0,1,3,4,-3,4,16,12,-8,-6,-6,0,2,2,4,-3,-1,-13,-11,-93,-80,-67,-49,-53,-26,-37,-36,-18,-18,-20,-21,-21,-18,-18,-26,-8,-24,-15,-46,-14,-13,-6,-17,-15,-3,-2,-10,-10,-20,-15,-22,-22,-20,-17,-20,-23,-29,-50,-22,-16,-26,-16,LEFT
-11,-11,-11,-10,-8,-8,-1,-3,6,-1,-18,-15,-12,-17,-3,-11,-8,-12,-5,-15,-14,-68,-75,-74,-70,-73,-31,-39,-37,-16,-15,-16,-16,-16,-13,-15,-20,-11,0,-12,-31,-10,0,5,-9,-10,2,1,-9,-8,-12,-4,-10,-8,-10,-12,-14,-16,-15,-36,-17,-10,-19,-5,LEFT
0,-7,-8,-6,-2,-1,10,-6,5,-1,-12,-10,-1,-4,-4,-10,-8,-7,5,-5,-6,-58,-63,-51,-43,-45,-31,-32,-30,-7,-16,-17,-17,-18,-20,-21,-10,-5,-9,-5,-36,-4,-2,11,-14,-5,-4,-4,-16,-16,-14,-5,-12,-11,-10,-13,-17,-15,-16,-37,-19,-11,-18,-7,LEFT
-22,-24,-25,-20,-20,-18,-10,-22,-15,-15,-25,-23,-17,-9,-19,-21,-18,-16,-3,-16,-17,-83,-77,-52,-37,-39,-40,-26,-24,-24,-24,-25,-25,-25,-33,-33,-19,-7,-26,-5,-22,-4,-15,11,-4,-3,3,4,-7,-6,-5,3,-6,-5,-4,-3,-7,-2,-5,-27,-8,-2,-8,-6,LEFT
-14,-14,-15,-11,-11,-10,-3,-13,-4,-3,-15,-12,-5,3,-10,-4,-2,-2,13,-2,-3,-120,-84,-60,-40,-43,-34,-51,-51,-38,-18,-20,-20,-20,-21,-23,-29,-32,-25,-1,-8,1,-1,34,-3,-1,6,6,1,1,2,9,2,2,-5,-6,-7,-4,-1,-22,-11,-5,-11,-8,LEFT
-25,-18,-20,-17,-10,-9,5,-22,-9,-10,-23,-19,-11,-10,-14,-10,-7,-12,2,-13,-16,-119,-97,-86,-80,-83,-56,-84,-83,-65,-35,-37,-37,-37,-36,-36,-59,-55,-40,-16,-32,-15,1,1,-29,-16,-14,-13,-14,-15,-17,-11,-13,-14,-20,-25,-25,-17,-15,-35,-27,-12,-15,-15,LEFT
-16,-26,-27,-29,-25,-23,-8,-27,-16,-18,-34,-32,-24,-17,-18,-19,-16,-25,-11,-23,-25,-96,-87,-83,-82,-84,-59,-57,-56,-63,-39,-39,-39,-39,-36,-37,-49,-27,-21,-14,-33,-11,-13,-13,-26,-12,-10,-8,-12,-12,-15,-11,-12,-12,-11,-16,-16,-15,-14,-35,-17,-11,-16,-24,LEFT
-1,-16,-17,-22,-13,-11,5,-26,-9,-15,-24,-21,-10,-4,-7,-5,-4,-15,1,-8,-6,-97,-76,-62,-65,-65,-35,-24,-23,-23,-21,-23,-23,-23,-18,-21,-10,-2,-3,-1,-12,2,-17,4,-14,1,2,3,-4,-4,-6,-4,-5,-4,-2,-5,-7,-15,-11,-33,-10,-6,-20,-26,LEFT
-17,-27,-28,-31,-15,-13,13,-44,-22,-31,-33,-29,-17,-6,-18,-17,-14,-26,-11,-20,-11,-103,-92,-76,-64,-65,-52,-35,-33,-35,-41,-45,-44,-45,-39,-40,-34,-23,-25,-15,-46,-14,-23,-4,-35,-13,-17,-16,-21,-21,-21,-20,-19,-18,-16,-22,-23,-28,-23,-45,-25,-11,-29,-30,LEFT
-41,-48,-49,-46,-32,-30,-19,-51,-34,-41,-42,-36,-28,-7,-25,-23,-19,-27,-14,-21,-13,-71,-76,-70,-49,-50,-55,-31,-29,-30,-41,-41,-41,-42,-27,-29,-35,1,-10,4,-32,8,-9,11,-20,8,1,1,1,2,5,7,6,8,10,3,3,1,8,-14,4,16,-6,5,LEFT
-18,-12,-12,-10,6,8,6,-20,1,-2,-2,4,6,21,7,17,18,11,22,16,15,-38,-41,-34,-27,-29,-21,-17,-16,5,-6,-7,-7,-7,3,2,-14,18,16,19,-1,21,3,20,2,20,16,16,20,20,22,25,17,18,14,13,13,15,16,-6,10,24,3,16,LEFT
-4,4,4,1,17,18,33,-22,2,0,2,8,9,10,-2,11,14,6,14,9,3,-68,-54,-45,-51,-54,-26,-41,-40,-21,-12,-15,-14,-14,-6,-5,-22,-14,-12,-1,4,1,-12,-1,-3,0,-4,-3,-1,-1,2,5,-2,-3,-5,-5,-8,-6,-7,-27,-11,2,-15,-2,LEFT
-10,-10,-12,-14,1,3,17,-34,-11,-14,-13,-7,-2,-6,-8,-2,2,-6,2,-2,-8,-107,-68,-54,-75,-77,-33,-53,-52,-37,-18,-20,-20,-20,-14,-14,-7,-26,-12,-5,12,-4,-6,2,6,-4,5,5,-2,-1,-2,3,-2,-2,-6,9,0,-9,-4,-25,-2,5,-14,14,LEFT
-10,-23,-24,-26,-15,-14,-23,-37,-17,-25,-23,-17,-12,-4,-16,-11,-8,-13,-1,-6,-11,-128,-82,-76,-92,-94,-51,-53,-52,-76,-48,-50,-50,-50,-31,-31,-16,-19,-35,-10,-29,-10,-23,3,-19,-10,-8,-7,-12,-12,-14,-6,-8,-7,-15,-1,-10,-16,-11,-33,-13,2,-14,6,LEFT
-23,-37,-38,-35,-28,-26,-38,-44,-29,-35,-33,-25,-20,-16,-37,-25,-22,-23,-10,-13,-19,-119,-88,-93,-81,-82,-54,-54,-53,-61,-52,-52,-51,-51,-28,-29,-20,-8,-16,-16,-45,-14,-24,8,-25,-12,-16,-15,-13,-13,-12,-4,-7,-7,-12,-13,-15,-15,-13,-34,-17,-5,-22,-20,LEFT
-1,-15,-15,-14,-6,-5,-14,-21,-8,-12,-14,-7,0,1,-27,-4,-3,-6,5,3,-4,-99,-71,-70,-40,-41,-34,-27,-25,-28,-25,-26,-26,-26,-12,-14,-22,13,-20,3,-27,4,-23,1,-18,2,-16,-16,-11,-10,-8,0,-7,-7,-3,-22,-20,-20,-15,-37,-24,-10,-30,-30,LEFT
-1,-20,-22,-21,-15,-13,-15,-45,-21,-22,-24,-23,-15,-11,-48,-18,-15,-23,-13,-18,-25,-111,-92,-69,-80,-82,-62,-46,-45,-51,-48,-51,-51,-50,-43,-44,-79,-17,-56,-24,-42,-23,-35,-25,-36,-23,-36,-36,-32,-31,-27,-17,-24,-25,-27,-34,-33,-31,-27,-48,-35,-14,-29,-26,LEFT
-59,-49,-51,-40,-31,-29,-23,-73,-40,-36,-32,-31,-22,-22,-57,-25,-22,-24,-14,-18,-30,-79,-74,-54,-71,-73,-54,-60,-59,-16,-49,-50,-50,-50,-35,-36,-57,-33,-11,-15,-23,-12,-18,-1,-19,-11,-26,-25,-18,-17,-13,2,-5,-4,-11,-21,-18,-16,-3,-26,-19,0,-11,-10,LEFT
-46,-35,-36,-24,-11,-9,-3,-54,-23,-23,-16,-13,-6,-5,-38,-12,-11,-13,-3,-2,-15,-89,-71,-52,-52,-55,-37,-57,-55,-19,-40,-41,-41,-42,-24,-25,-15,-42,-10,-9,-22,-8,-25,6,-22,-10,-31,-29,-24,-24,-24,-11,-16,-16,-15,-29,-29,-30,-22,-44,-33,-15,-26,-21,LEFT
-31,-41,-42,-36,-27,-26,-21,-67,-40,-42,-36,-33,-30,-21,-54,-35,-33,-39,-32,-26,-36,-150,-111,-81,-88,-90,-62,-84,-82,-88,-55,-56,-55,-55,-40,-40,-39,-37,-65,-25,-49,-23,-30,-5,-44,-22,-37,-35,-31,-31,-34,-21,-27,-27,-24,-31,-32,-34,-32,-53,-33,-23,-30,-33,LEFT
-10,-25,-25,-22,-21,-18,-25,-49,-24,-23,-21,-21,-17,-13,-30,-14,-12,-19,-12,-6,-16,-147,-98,-61,-62,-63,-32,-41,-39,-69,-19,-20,-18,-19,-11,-13,-9,23,-22,-4,18,-3,9,7,10,-3,5,4,1,2,-6,9,-1,0,-4,0,-2,-13,-5,-26,-4,-1,-8,-12,LEFT
7,-3,-4,-1,1,3,-4,-17,-3,-4,-4,-4,-1,-6,-8,1,3,-7,-2,2,-9,-79,-69,-44,-53,-53,-29,-26,-25,-6,-23,-26,-26,-26,-16,-17,-4,19,16,-20,17,-21,5,-16,14,-22,-4,-4,-13,-13,-25,-12,-20,-19,-28,-16,-21,-33,-24,-45,-25,-11,-20,-13,LEFT
-24,-29,-32,-26,-25,-24,-17,-36,-28,-31,-30,-30,-25,-30,-37,-30,-25,-32,-27,-23,-32,-68,-68,-54,-52,-54,-42,-35,-34,-17,-45,-45,-45,-45,-29,-30,-21,-5,-4,-26,-21,-23,-29,-18,-20,-22,-30,-30,-29,-27,-34,-20,-23,-22,-21,-36,-35,-40,-23,-45,-37,-22,-27,-27,LEFT
-40,-33,-36,-29,-23,-21,-14,-49,-36,-34,-30,-27,-20,-9,-48,-34,-31,-32,-21,-15,-25,-61,-64,-50,-55,-58,-41,-52,-51,-35,-44,-44,-44,-44,-25,-26,-41,-15,-36,-3,-55,-1,-24,7,-41,-1,-41,-41,-30,-30,-29,-13,-15,-15,-5,-41,-36,-35,-16,-39,-37,-21,-21,-21,LEFT
-23,-27,-29,-24,-22,-20,-15,-49,-34,-31,-25,-24,-22,-5,-46,-29,-27,-27,-20,-16,-29,-92,-81,-49,-58,-59,-40,-60,-56,-26,-26,-27,-27,-27,-29,-30,-44,-10,-21,-10,-60,-9,-10,9,-32,-9,-29,-28,-20,-20,-22,-9,-17,-17,-13,-28,-27,-22,-18,-39,-27,-11,-10,-6,LEFT
13,-8,-7,-7,-13,-11,-1,-29,-10,-10,-7,-9,-15,-8,-26,-4,-2,-7,-5,-5,-21,-116,-73,-50,-45,-45,-26,-20,-16,-18,-4,-5,-5,-5,-11,-12,10,24,18,-6,3,-3,0,26,3,-4,-1,-1,4,4,2,11,-4,-3,-5,-4,-5,-5,-5,-27,-7,1,-10,-8,LEFT
19,11,11,8,6,6,16,-17,10,5,8,5,-4,-4,-11,14,15,6,6,5,-10,-111,-66,-56,-42,-44,-24,-10,-7,-45,-8,-10,-10,-10,-14,-14,7,16,3,-12,20,-12,-3,11,10,-14,-7,-7,-6,-6,-10,-4,-18,-18,-20,-12,-16,-22,-22,-43,-21,-12,-27,-26,LEFT
-16,-14,-16,-13,-19,-17,-13,-45,-16,-26,-18,-20,-29,-23,-33,-15,-12,-21,-22,-20,-32,-86,-89,-75,-61,-64,-51,-48,-46,-42,-40,-41,-42,-41,-36,-37,-56,-34,-39,-22,-13,-18,-11,-18,-5,-17,-18,-18,-18,-19,-25,-14,-27,-25,-18,-13,-20,-27,-23,-45,-20,-16,-25,-22,LEFT
-23,-18,-20,-14,-14,-12,-2,-38,-12,-22,-14,-11,-15,-5,-20,-6,-5,-8,-6,-2,-11,-56,-70,-53,-51,-52,-33,-40,-37,-1,-26,-24,-25,-25,-16,-18,-30,-21,-34,3,-20,5,4,3,-3,5,-2,-2,3,3,2,14,1,1,2,5,1,-4,3,-20,-1,-1,-6,-2,LEFT
-4,-2,-3,-1,3,3,12,-19,4,-6,1,2,-1,-3,-3,7,9,5,5,8,-1,-91,-61,-49,-61,-63,-31,-44,-43,-22,-21,-23,-23,-23,-19,-20,-33,-17,-52,-17,-20,-18,-7,3,-7,-18,-9,-8,-3,-3,-5,5,-10,-10,-25,-9,-11,-13,-12,-33,-14,-6,-13,-10,LEFT
-29,-18,-20,-15,-11,-11,7,-37,-10,-17,-13,-15,-17,-25,-14,-5,-2,-11,-12,-10,-18,-159,-102,-87,-79,-81,-43,-67,-66,-66,-35,-36,-36,-35,-29,-29,-10,-12,-52,-23,-2,-21,-1,0,2,-20,-8,-6,-6,-5,-10,0,-14,-13,-18,-12,-12,-15,-13,-34,-13,-5,-17,-8,LEFT
-26,-12,-13,-12,-11,-9,1,-25,4,-7,-6,-7,-12,-7,-5,6,8,-2,0,1,-5,-138,-99,-73,-41,-42,-29,-54,-52,-48,-23,-23,-23,-23,-20,-22,15,-7,5,1,-12,3,-2,8,12,2,-1,0,2,3,-1,8,-6,-5,-1,-4,-3,-8,-7,-29,-5,-2,-15,-1,LEFT
-4,-1,-2,1,-1,1,7,-10,15,-1,2,1,-7,-4,-4,8,11,3,3,2,-8,-87,-78,-58,-36,-38,-23,-31,-29,-41,-4,-6,-6,-6,-16,-17,6,-25,14,-11,-22,-10,-29,-3,7,-10,-7,-7,-5,-5,-6,1,-15,-15,-15,-11,-11,-17,-19,-40,-13,-10,-21,-10,LEFT
1,-5,-6,1,-3,-2,1,-14,8,-3,2,-2,-13,-10,-5,2,5,3,1,-3,-9,-71,-65,-52,-44,-46,-30,-33,-31,-29,-15,-17,-16,-16,-17,-17,-3,-12,-3,-5,9,-3,-17,12,21,-2,-1,-1,1,2,2,10,-7,-6,-3,-8,-7,-13,-10,-32,-7,-12,-20,-13,LEFT
1,1,-1,10,6,7,1,-6,19,13,16,11,1,2,13,18,20,20,14,11,7,-61,-55,-40,-24,-26,-21,-26,-24,5,-12,-13,-13,-13,-12,-13,1,16,-5,-2,19,-1,8,18,30,-2,17,18,17,17,11,17,-3,-3,-7,8,7,-3,-6,-28,5,-4,-10,-3,LEFT
2,4,3,12,9,10,0,-2,25,14,15,11,-2,-10,19,23,25,20,10,7,0,-60,-70,-64,-47,-50,-25,-48,-46,-1,-7,-8,-8,-8,-10,-12,-16,2,10,-12,14,-10,7,8,26,-10,18,18,17,18,7,15,-3,-2,-11,7,6,-2,-6,-27,3,-4,-5,-5,LEFT
9,17,17,25,22,23,24,6,40,26,26,25,11,-1,31,37,40,33,24,24,12,-102,-65,-54,-55,-57,-4,-53,-52,-17,22,22,23,21,17,14,-5,-20,20,6,13,8,17,6,23,6,25,25,29,30,22,33,14,16,4,17,17,10,9,-13,15,4,2,4,LEFT
17,29,28,34,32,34,35,9,51,33,34,32,16,4,39,42,44,38,30,28,14,-126,-65,-49,-44,-45,-5,-32,-30,-37,1,-2,-2,-3,4,3,-13,-18,-4,-7,4,-6,9,-1,17,-9,14,15,18,18,13,23,4,4,-15,11,10,3,1,-21,6,4,3,3,LEFT
5,9,7,16,9,10,10,-4,35,15,17,14,-4,-17,25,25,29,25,16,13,-2,-137,-81,-68,-41,-42,-12,-32,-31,-47,-12,-12,-12,-12,-6,-7,-10,-18,-14,-18,1,-15,8,4,18,-15,14,15,17,18,12,22,5,6,-15,13,12,2,7,-15,10,8,8,9,LEFT
21,20,18,25,19,20,23,7,43,23,25,24,11,-4,33,34,35,36,29,25,12,-76,-56,-43,-20,-21,5,-20,-18,-10,13,13,12,11,7,4,4,2,8,1,44,3,13,5,35,2,16,16,16,16,9,19,7,6,-2,8,6,-9,3,-20,2,2,0,-3,LEFT
14,10,8,15,11,11,15,-13,26,6,9,8,-6,-3,10,10,13,12,8,2,-7,-32,-64,-50,-40,-43,-14,-41,-39,-21,-8,-11,-11,-10,-16,-16,-4,-8,-6,-12,26,-11,-10,-15,11,-11,-10,-8,-8,-8,-17,-7,-16,-16,-15,-16,-17,-27,-20,-41,-19,-10,-15,-17,LEFT
-11,-10,-10,1,-3,-2,9,-30,15,-6,-2,-2,-15,-9,1,5,8,6,4,-1,-8,-48,-65,-49,-57,-59,-12,-44,-43,-17,-1,-1,-1,0,-5,-5,-8,4,9,-1,31,3,6,5,21,3,14,15,16,17,10,18,9,11,5,12,14,2,12,-10,14,20,10,18,LEFT
2,14,13,25,22,23,11,2,44,23,26,25,13,13,34,41,41,36,33,29,18,-52,-40,-34,-29,-30,6,-13,-12,8,16,14,14,14,10,10,5,25,34,12,36,14,25,7,37,12,30,31,34,34,21,30,19,20,8,24,25,12,18,-4,23,29,22,31,LEFT
15,16,14,26,19,20,4,4,42,21,21,20,7,5,30,34,36,30,25,23,7,-69,-53,-50,-31,-33,-5,-24,-23,-7,-2,-4,-4,-3,-3,-3,11,5,10,-4,-6,-3,7,-5,16,-3,5,6,18,18,5,13,6,6,-7,1,5,1,2,-20,3,8,8,9,LEFT
24,9,7,14,5,6,4,-4,33,11,10,8,1,-5,16,22,26,21,20,21,6,-135,-83,-73,-48,-49,-6,-50,-50,-29,7,6,6,6,-3,-4,-10,-25,-14,-3,-13,-2,6,18,13,-1,10,11,22,23,13,21,13,13,-3,10,14,8,11,-12,11,11,7,8,LEFT
15,15,14,20,16,17,15,-3,34,17,16,15,9,-2,24,29,30,26,24,25,11,-113,-80,-82,-61,-63,-14,-65,-64,-50,-2,-5,-5,-4,-8,-8,-44,-45,-10,-7,28,-7,11,8,24,-7,13,13,16,16,4,10,1,1,-10,11,7,1,-2,-23,4,7,2,4,LEFT
-20,-3,-4,6,5,6,-4,-15,17,6,6,5,-5,-6,19,19,22,17,13,14,1,-48,-59,-53,-48,-51,-19,-19,-15,-31,-15,-15,-15,-14,-8,-8,-27,4,20,3,55,5,13,-4,39,6,21,21,22,23,10,17,8,9,8,18,16,11,8,-13,15,11,8,10,LEFT
