Time,Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz,Target
116.4875,2,-8,-10,-5,-1,1,22,-20,-5,-6,2,-2,4,5,-3,-5,-2,2,7,6,4,-49,-16,-33,-22,-22,-9,-9,-6,-48,-1,-3,-2,-3,0,-2,21,30,5,3,-13,3,-32,4,-9,2,-3,-3,-7,-7,-1,-8,-20,-20,-2,5,-1,-12,-16,-37,-3,-13,-22,1,REST
116.4938,-11,-18,-20,-15,-15,-14,-10,-35,-16,-18,-11,-15,-13,-3,-17,-17,-15,-11,-4,-8,-9,-59,-43,-54,-39,-40,-26,-20,-17,-56,-24,-26,-26,-26,-24,-25,-12,31,-27,-9,-26,-9,-27,-2,-15,-9,-13,-13,-20,-18,-12,-17,-24,-25,-14,-4,-10,-19,-20,-41,-13,-20,-24,-7,REST
116.5,-21,-29,-30,-23,-24,-23,-24,-42,-21,-20,-12,-15,-15,-14,-16,-20,-17,-12,1,-4,-6,-30,-27,-43,-48,-48,-23,-19,-17,-60,-25,-26,-25,-25,-16,-18,-20,29,-26,-14,8,-13,-1,17,3,-12,-10,-10,-15,-13,-7,-7,-17,-16,-13,-7,-12,-19,-16,-37,-15,-30,-32,-20,REST
116.5062,-7,-12,-12,-8,-4,-2,-3,-26,-7,-5,3,1,-1,-7,-3,-10,-8,-6,10,4,-1,-11,6,-17,-11,-11,-10,-7,-5,-43,-8,-10,-10,-10,-1,-2,-6,15,16,-4,21,-3,-1,9,1,-3,-17,-16,-18,-17,-12,-10,-19,-18,-5,-20,-22,-22,-16,-38,-24,-32,-25,-23,REST
116.5125,0,-8,-10,-5,-2,-1,-2,-24,-11,-10,-1,-2,-3,2,-7,-18,-15,-12,5,2,2,6,1,-15,-1,-2,-9,-7,-3,-35,-3,-6,-5,-5,-1,-1,-23,-3,37,12,12,14,-17,7,2,15,-10,-8,-7,-5,3,7,2,4,15,-3,-5,0,14,-8,-5,1,13,14,REST
116.5188,18,5,4,6,8,10,13,-5,10,8,15,12,16,25,13,4,5,11,29,26,29,-12,4,-2,6,5,11,15,17,-17,20,17,18,17,8,7,-5,20,41,28,-6,28,-13,20,-4,27,5,5,12,12,21,22,13,13,22,10,10,10,20,-3,6,8,15,11,REST
116.525,30,9,8,5,4,4,11,-1,14,11,12,6,7,18,12,4,6,8,20,15,17,-41,-17,-25,-22,-24,-2,1,3,-41,4,2,2,2,-8,-8,21,26,22,6,-30,7,-17,-5,-21,6,-14,-13,-3,-3,6,4,-11,-12,0,-10,-7,-2,-3,-23,-10,-6,0,-17,REST
116.5312,4,-7,-8,-6,-17,-15,-15,-22,0,2,2,-7,-15,-3,7,-2,1,2,10,1,3,-36,-21,-35,-36,-37,-10,-11,-7,-45,0,-1,-1,0,-10,-11,27,22,21,-3,16,1,-12,4,13,0,-2,-1,8,9,19,16,-4,-3,1,1,6,14,12,-9,5,1,12,-5,REST
116.5375,12,11,10,14,6,8,-1,-5,21,23,25,16,5,7,35,21,22,24,30,22,20,-8,13,-10,-3,-4,11,12,14,-17,17,16,15,15,12,11,20,28,34,8,42,9,-4,16,21,7,5,5,13,13,24,21,1,2,3,3,8,14,11,-11,4,-1,10,3,REST
116.5438,1,3,1,10,11,12,12,-15,5,8,17,12,2,-1,16,2,5,11,14,13,8,-11,-10,-26,-27,-28,-6,-11,-8,-43,1,-2,-2,-1,2,2,3,3,31,-7,5,-7,-26,-2,-12,-6,-13,-11,-3,-3,9,11,-6,-5,-7,-3,0,5,5,-16,-2,-3,10,6,REST
116.55,3,1,-1,8,11,13,19,-14,-4,5,20,20,15,3,8,2,5,17,27,32,26,-31,-18,-18,-35,-34,5,-25,-23,-48,11,11,11,11,22,21,43,16,30,12,11,13,-10,10,1,14,4,5,15,16,32,41,22,23,15,12,17,27,34,12,17,11,25,7,REST
116.5563,21,21,20,26,31,32,32,-2,8,22,39,39,35,19,18,17,17,32,47,53,42,-41,-5,-12,-11,-11,11,-12,-10,-36,10,7,8,8,16,16,26,25,12,16,9,17,-2,-1,8,17,6,6,15,16,30,37,20,20,14,10,17,26,31,9,14,14,29,11,REST
116.5625,12,1,-1,8,8,9,7,-16,-5,5,21,19,14,14,4,3,5,13,30,33,28,-12,-12,-14,-14,-15,-10,0,3,-43,-14,-16,-15,-15,-8,-7,5,8,-15,15,18,17,-16,-6,10,18,8,9,14,15,26,30,15,15,16,18,21,24,31,10,19,22,34,32,REST
116.5687,5,-3,-5,-2,-4,-3,-4,-10,-1,4,15,11,4,21,11,9,11,11,26,25,30,-7,-10,-3,-18,-18,-6,10,12,-44,-9,-10,-10,-11,-6,-6,8,22,1,20,25,20,-16,4,7,20,13,13,16,17,24,26,10,10,14,18,16,15,24,2,12,9,22,25,REST
116.575,6,-2,-4,-3,-5,-4,-10,-15,-4,-2,9,4,-8,7,-1,1,3,1,11,6,11,-53,-26,-17,-29,-29,-12,-8,-6,-51,-14,-16,-15,-15,-8,-7,-16,15,-9,-5,-24,-6,-34,-10,-29,-6,-14,-12,-4,-3,7,10,-12,-13,-12,-6,-6,-3,2,-20,-7,-9,3,3,REST
116.5813,5,-1,-1,5,6,9,4,-23,-5,2,18,15,3,-6,-8,2,4,9,21,16,13,-80,-32,-32,-33,-32,2,-26,-24,-52,7,7,7,8,26,25,1,21,-7,3,-21,6,-2,5,-12,7,11,12,22,24,39,45,21,21,10,29,29,29,36,14,30,26,30,34,REST
116.5875,26,35,34,44,54,55,35,3,27,35,58,56,46,21,20,36,37,46,62,54,46,-41,-6,-10,3,3,34,12,13,-30,34,32,32,32,46,45,34,29,12,20,7,21,4,17,13,20,23,24,32,33,49,54,29,29,15,30,30,33,36,15,26,27,27,27,REST
116.5938,31,32,30,37,39,39,11,-6,22,25,46,41,30,11,14,24,27,32,48,40,31,6,-6,-10,-10,-11,15,11,13,-26,16,13,14,15,18,20,4,-1,4,11,12,12,-15,-4,12,14,13,15,20,21,34,41,19,19,13,14,15,24,27,6,12,14,24,12,REST
116.6,27,23,22,29,27,28,14,-3,23,25,41,36,34,24,20,29,31,31,53,48,41,18,-3,-4,-3,-4,6,-3,-1,-24,2,0,2,1,22,22,6,7,9,32,15,34,10,0,23,34,26,27,30,31,43,53,32,33,31,26,25,29,40,18,23,15,29,14,REST
116.6063,10,24,23,29,31,32,22,6,29,28,44,39,41,32,29,35,36,33,55,47,44,-14,-20,-20,-22,-24,-3,-4,-1,-41,-4,-6,-4,-6,10,10,23,8,1,21,14,22,-2,2,16,22,12,13,21,21,33,38,18,18,14,17,16,18,26,5,13,8,23,18,REST
116.6125,12,15,13,18,11,12,-1,-6,16,13,28,21,18,12,16,20,22,16,32,24,23,-43,-33,-30,-44,-46,-9,-8,-4,-45,2,1,1,1,5,5,15,6,-2,13,27,15,-14,4,17,17,5,5,18,20,34,35,15,17,16,17,17,23,29,8,16,11,29,24,REST
116.6188,30,34,34,36,30,32,13,6,29,31,45,40,38,29,29,37,38,35,49,45,42,-45,-8,-10,-27,-26,20,25,29,-26,36,35,34,33,39,39,39,41,26,34,43,35,8,21,30,35,22,22,32,32,49,52,32,34,32,30,29,31,41,20,25,17,32,26,REST
116.625,25,44,43,48,49,49,29,3,23,31,48,47,45,26,21,26,28,31,44,42,39,-27,-10,-22,5,5,18,13,14,-15,22,17,18,19,30,31,33,25,10,12,3,12,-14,3,-3,12,-6,-5,4,3,20,26,8,8,7,2,-1,5,13,-7,-4,-5,9,-1,REST
116.6312,1,14,12,21,24,24,15,-20,-7,3,23,23,24,8,-6,-2,1,9,23,23,22,-17,-30,-35,6,4,-1,-30,-28,-23,2,-1,1,1,14,14,20,-13,9,14,-25,16,-25,3,-18,17,-8,-7,6,6,25,32,13,14,16,9,7,15,23,2,7,5,14,13,REST
116.6375,17,21,19,22,28,28,17,10,12,16,35,32,36,22,14,21,22,28,42,40,34,-27,-27,-15,-5,-6,3,-16,-13,-30,0,-2,-2,-2,13,13,2,-10,21,16,-16,16,-11,13,-6,15,10,9,21,21,37,43,18,19,8,21,18,24,27,6,15,12,18,18,REST
116.6438,27,19,18,15,17,18,-9,16,14,14,30,27,25,3,15,24,26,25,36,34,22,-26,-35,-29,-28,-29,-13,-23,-20,-33,-11,-13,-12,-11,-3,-3,-14,6,6,-4,4,-4,-8,5,4,-2,16,16,20,21,35,43,14,16,-3,30,23,29,26,5,22,16,22,20,REST
116.65,23,21,20,15,17,19,-7,20,22,21,37,35,33,8,21,40,41,37,51,52,42,-20,-16,-32,-5,-5,-1,-19,-16,-5,16,16,16,16,17,16,25,10,1,19,33,21,20,18,24,22,34,33,34,35,53,62,36,39,21,42,36,42,49,27,34,26,30,24,REST
116.6562,33,34,32,24,33,33,24,34,32,25,40,40,44,23,25,41,41,36,50,54,50,-42,-26,-44,-15,-16,-3,-20,-18,-31,8,3,4,4,10,10,29,-9,2,17,31,17,2,3,20,18,14,14,11,11,26,35,18,18,12,20,14,14,28,7,8,11,11,10,REST
116.6625,9,6,4,-2,6,8,15,6,2,-6,8,9,14,13,2,7,10,5,15,23,24,-58,-49,-36,-11,-12,-14,-30,-25,-39,-16,-17,-15,-15,-5,-5,4,-20,2,14,20,16,-11,-3,17,18,9,10,3,3,13,23,10,11,17,23,13,6,23,3,11,10,11,15,REST
116.6688,24,22,21,15,20,22,29,14,12,8,24,23,24,27,18,21,22,18,25,31,31,-11,-12,-7,-5,-5,6,6,10,-2,20,20,20,20,21,19,16,22,16,30,27,32,7,20,29,33,27,28,20,21,29,37,17,19,28,41,30,18,28,6,28,18,17,28,REST
116.675,24,37,35,31,32,33,10,20,22,20,34,32,24,22,25,26,27,25,28,29,24,11,-14,-22,-25,-26,1,5,7,-21,14,10,11,11,10,11,26,23,14,8,4,8,1,1,8,10,15,16,11,11,23,26,5,6,4,26,17,13,17,-3,14,16,17,24,REST
116.6813,4,22,20,12,12,12,-17,8,11,8,17,17,7,6,12,11,13,14,18,20,16,-19,-36,-41,-28,-29,-9,-15,-13,-33,4,2,4,4,1,3,40,9,11,9,-3,11,-4,1,2,13,12,12,12,14,25,29,12,14,10,20,15,14,24,4,13,11,12,10,REST
116.6875,18,26,25,10,13,13,-3,21,22,13,16,17,14,12,22,17,18,16,22,30,26,-59,-42,-45,-35,-36,-14,-34,-33,-23,1,-1,0,-1,-5,-5,10,-11,-7,2,15,3,8,8,16,3,10,10,8,8,16,24,5,6,-6,12,6,3,13,-7,1,1,-5,-7,REST
116.6937,9,5,3,-11,-9,-8,-18,4,4,-8,-5,-5,-2,-13,3,-2,1,-6,5,16,8,-50,-61,-63,-54,-55,-40,-56,-54,-45,-26,-29,-29,-29,-37,-35,-33,-30,-17,-17,17,-14,-12,-3,12,-12,-4,-4,-4,-4,3,16,0,1,-14,3,-3,-2,9,-11,-5,2,-1,-2,REST
116.7,-8,-5,-7,-16,-14,-12,-22,-6,-5,-10,-3,0,7,-1,2,2,4,3,19,33,27,-24,-48,-48,-30,-31,-30,-25,-22,-27,-11,-12,-12,-12,-17,-17,-7,6,7,12,34,15,-14,8,20,17,15,15,17,18,29,42,25,27,17,26,22,20,32,12,22,21,17,26,REST
116.7063,3,16,15,11,20,21,14,10,11,10,22,25,33,23,16,21,21,21,36,50,44,-20,-27,-45,-14,-15,-14,-6,-4,-3,1,-3,-2,-2,6,5,7,4,1,14,18,15,5,8,10,15,14,15,13,14,24,32,13,14,6,26,18,8,15,-5,15,10,6,20,REST
116.7125,-3,11,10,11,16,17,8,-2,1,-1,12,11,17,2,1,6,8,3,10,23,16,-24,-35,-48,-15,-15,-13,-32,-30,-10,-10,-12,-10,-10,7,7,18,-15,-24,1,14,4,5,8,7,5,8,8,4,5,11,17,1,1,6,25,15,0,8,-11,14,5,1,17,REST
116.7188,14,29,27,25,25,26,14,18,25,20,25,21,26,20,17,29,30,16,19,31,23,-24,-21,-8,2,2,19,-2,1,-12,17,17,18,18,30,29,51,18,-7,31,38,35,35,22,36,34,39,39,31,31,33,37,20,22,33,54,42,21,32,12,39,27,21,43,REST
116.725,37,55,54,39,33,32,16,41,49,34,34,27,25,31,31,38,39,20,21,29,22,-10,-17,-14,-28,-29,10,5,7,-24,23,20,20,20,11,11,43,11,1,18,34,19,24,9,33,19,27,28,15,15,17,21,8,9,13,36,25,7,19,0,22,17,16,39,REST
116.7313,20,25,22,7,1,2,-16,18,22,6,7,4,0,15,13,10,13,0,7,16,13,2,-26,-35,-26,-27,-15,-15,-13,-17,11,8,8,9,-3,-2,25,16,17,21,22,23,6,12,25,25,22,23,12,13,21,29,17,18,24,36,28,13,26,6,26,21,17,45,REST
116.7375,29,26,24,12,13,15,-3,25,24,12,17,19,21,32,20,18,19,12,24,35,32,10,-14,-21,1,1,-4,5,8,-5,10,8,8,8,4,4,19,29,32,27,2,27,6,24,15,26,8,10,4,4,17,26,12,13,19,14,8,-1,10,-11,3,-1,-3,14,REST
116.7438,21,9,7,3,6,6,-14,4,3,-7,4,7,8,12,-11,-4,-2,-7,6,18,15,-11,-36,-41,-24,-25,-25,-23,-20,-28,-21,-23,-24,-24,-17,-16,-18,-15,7,3,-5,3,-4,32,1,5,-17,-16,-21,-21,-6,3,-7,-8,1,-14,-17,-21,-10,-29,-20,-20,-17,-7,REST
116.75,-35,-14,-16,-11,-4,-3,-12,-23,-17,-22,-7,-2,5,8,-26,-15,-14,-16,1,16,13,-12,-31,-46,-23,-24,-24,-25,-23,-14,-22,-22,-22,-23,-10,-10,1,-10,2,13,19,14,-10,29,11,15,-7,-6,-14,-13,-2,8,-4,-4,12,-5,-8,-16,-4,-25,-10,-17,-22,-7,REST
116.7562,-37,-2,-4,-4,4,4,-2,-10,-8,-15,-4,1,7,15,-19,-11,-10,-16,-2,12,4,4,-11,-21,-10,-10,-9,4,7,2,-7,-8,-8,-8,-7,-7,24,16,4,6,8,6,-13,4,-2,6,-15,-14,-18,-18,-13,-7,-21,-20,1,-12,-15,-29,-20,-40,-18,-26,-33,-24,REST
116.7625,-4,7,5,-3,-5,-5,-17,-1,-4,-15,-9,-7,-9,0,-20,-13,-11,-22,-12,-4,-11,15,-11,-7,-12,-12,-3,5,8,-5,1,0,1,1,-3,-2,25,10,7,0,14,2,4,-1,7,4,2,4,-3,-2,3,8,-6,-5,5,12,5,-10,8,-12,5,4,-2,13,REST
116.7688,25,25,23,15,13,14,-2,21,19,6,14,13,12,17,3,11,13,4,14,20,16,23,10,14,10,10,18,21,24,12,19,16,17,17,23,22,48,13,15,23,28,24,21,21,21,24,16,17,7,8,17,21,7,7,20,12,5,-6,12,-9,0,-4,-11,-3,REST
116.775,26,22,21,13,15,16,8,14,12,-3,8,6,9,13,-9,-3,-1,-6,1,7,6,-3,11,10,7,7,6,18,22,-2,5,3,3,4,7,8,46,12,1,-1,-6,-1,5,17,-8,0,-15,-13,-23,-22,-12,-10,-27,-27,-7,-22,-30,-37,-32,-51,-33,-40,-50,-42,REST
116.7812,25,7,5,-4,-8,-6,-7,1,-5,-19,-11,-11,-10,-3,-21,-22,-20,-22,-16,-10,-10,50,42,41,40,39,18,54,58,33,23,23,22,24,13,13,47,55,37,6,-1,8,5,30,-5,11,-11,-10,-17,-15,-7,-1,-22,-21,12,-16,-21,-32,-21,-42,-22,-34,-45,-31,REST
116.7875,65,37,36,23,18,20,17,32,20,8,13,14,15,23,4,2,2,-2,8,15,15,138,101,98,96,95,61,89,93,73,56,55,54,56,45,44,71,68,47,23,1,23,11,45,-8,24,-2,-2,-2,-1,8,13,-7,-7,19,-6,-8,-22,-6,-27,-11,-19,-25,-5,REST
116.7938,74,44,44,34,31,32,30,33,21,13,18,21,22,17,4,1,3,-4,7,16,16,133,106,102,78,78,63,90,93,30,48,45,45,45,51,52,73,57,1,14,12,15,13,41,4,17,3,3,-4,-3,3,8,-8,-8,15,3,-5,-21,-5,-25,-8,-12,-17,4,REST
116.8,52,39,37,35,40,41,55,22,16,12,17,26,31,26,6,2,4,-3,10,20,21,161,138,146,95,94,85,114,117,60,65,64,64,65,74,74,115,105,21,37,30,39,48,33,32,41,20,20,8,10,13,20,5,5,40,11,2,-11,6,-15,-1,-11,-20,-7,REST
118.9,-9,-15,-18,-22,-16,-14,-6,23,6,4,-14,-14,-14,-8,5,5,6,-1,-9,-7,-20,-81,-69,-78,-61,-59,-44,-55,-53,-16,-28,-30,-29,-29,-33,-32,-32,-53,-9,-10,13,-8,18,-7,11,-8,20,20,5,5,8,6,2,4,-11,9,20,15,4,-17,18,16,11,17,LEFT
118.9062,-9,-15,-16,-14,1,3,15,20,6,10,-4,1,3,-6,3,11,11,7,3,8,-7,-97,-68,-86,-43,-43,-39,-54,-53,-29,-29,-30,-29,-30,-25,-25,-31,-57,-21,-15,14,-13,11,2,4,-14,12,12,-4,-4,3,2,-1,1,-20,0,9,7,-2,-23,4,4,2,-2,LEFT
118.9125,-10,-24,-25,-21,-9,-7,-7,-6,-14,-7,-19,-14,-14,-21,-18,-14,-12,-12,-14,-5,-22,-116,-85,-98,-74,-74,-48,-97,-96,-74,-38,-39,-39,-39,-37,-36,-48,-67,-42,-21,-1,-20,-4,-2,-13,-18,-8,-8,-23,-22,-11,-11,-6,-4,-20,-17,-9,-5,-5,-25,-12,-8,1,-16,LEFT
118.9188,-18,-31,-32,-27,-20,-17,-15,-15,-18,-14,-25,-21,-21,-13,-18,-18,-18,-16,-15,-5,-16,-97,-79,-72,-63,-63,-43,-68,-64,-33,-22,-23,-23,-24,-41,-40,-42,-41,-36,-11,1,-10,-5,7,-5,-9,-4,-3,-21,-20,-10,-7,-3,-2,-14,-10,-3,-5,-2,-23,-5,-3,5,5,LEFT
118.925,-27,-35,-36,-34,-27,-25,-25,-20,-18,-18,-29,-26,-27,-16,-10,-15,-15,-19,-21,-14,-24,-101,-78,-83,-68,-68,-54,-53,-49,-44,-33,-36,-36,-36,-51,-50,-46,-51,-61,-23,-10,-23,4,-14,-12,-22,0,0,-21,-21,-16,-17,-15,-14,-26,-5,-1,-8,-13,-34,-3,1,3,16,LEFT
118.9313,-10,-35,-35,-38,-31,-29,-21,-20,-17,-15,-31,-27,-28,-20,-5,-13,-12,-19,-23,-17,-30,-125,-89,-99,-84,-84,-60,-68,-65,-51,-35,-36,-36,-36,-47,-46,-58,-60,-42,-10,8,-7,21,-24,2,-4,16,16,-6,-5,-2,-5,-3,-1,-4,13,17,7,3,-17,15,12,12,17,LEFT
118.9375,-4,-23,-24,-26,-13,-10,0,-6,-5,0,-14,-7,-8,8,15,3,4,-2,-3,3,-6,-69,-61,-82,-39,-38,-45,-52,-50,-8,-27,-30,-29,-30,-37,-37,-22,-34,-7,10,46,10,20,-15,32,11,31,31,3,2,7,3,5,6,5,24,24,12,11,-9,21,21,19,20,LEFT
118.9437,-18,-32,-33,-30,-13,-12,8,-12,-19,-11,-21,-12,-14,-1,5,-11,-10,-11,-11,-8,-14,-52,-59,-84,-51,-52,-56,-57,-55,-27,-46,-49,-48,-48,-46,-47,-33,-54,-16,-13,17,-13,-4,-13,7,-11,6,6,-18,-18,-12,-15,-13,-13,-17,-4,-2,-6,-12,-31,-7,5,1,3,LEFT
118.95,-23,-39,-40,-35,-23,-21,5,-17,-30,-18,-29,-21,-22,-17,-8,-23,-22,-20,-20,-18,-24,-70,-61,-79,-66,-66,-53,-50,-46,-34,-31,-31,-31,-31,-39,-40,-46,-45,-13,-17,7,-15,3,5,-3,-14,-8,-8,-23,-22,-13,-12,-13,-12,-16,-21,-13,-7,-14,-35,-15,-6,-13,-12,LEFT
118.9563,-7,-20,-21,-22,-12,-10,3,-3,-15,-3,-16,-10,-11,-13,5,-10,-9,-10,-10,-7,-15,-88,-55,-58,-45,-45,-39,-32,-29,-31,-18,-21,-21,-21,-34,-33,-42,-23,-26,-14,15,-14,11,-1,2,-13,-4,-4,-17,-17,-9,-7,-10,-8,-16,-13,-5,-4,-9,-30,-7,5,-1,6,LEFT
118.9625,-1,-13,-15,-16,-13,-11,0,-2,-10,0,-12,-8,-11,-12,8,-6,-5,-7,-6,-3,-10,-83,-50,-49,-43,-44,-27,-53,-52,-15,-3,-4,-4,-4,-24,-23,-30,-58,-15,-10,-3,-8,3,-15,-11,-7,2,2,-8,-8,-1,-1,-2,0,-9,-6,2,1,-2,-24,-1,8,2,7,LEFT
118.9688,23,2,-1,-3,2,3,24,6,1,6,-6,1,1,-5,7,-4,-3,0,1,5,-2,-126,-59,-57,-65,-66,-26,-54,-53,-26,-2,-5,-5,-5,-24,-25,-44,-76,-26,-8,5,-6,-5,-7,-11,-6,-3,-3,-16,-15,-6,-7,-6,-5,-11,-12,-5,-10,-7,-29,-9,-5,-12,-6,LEFT
118.975,-22,-31,-32,-30,-19,-19,-10,-30,-31,-23,-29,-20,-20,-14,-13,-30,-27,-20,-22,-14,-19,-108,-84,-85,-68,-69,-56,-52,-51,-41,-47,-51,-50,-50,-51,-51,-44,-56,-52,-20,7,-20,-9,-20,-12,-20,-13,-13,-31,-30,-19,-22,-21,-21,-24,-15,-10,-15,-16,-37,-12,-4,-7,-5,LEFT
118.9813,-53,-52,-53,-44,-35,-33,-25,-45,-43,-32,-38,-30,-29,-23,-14,-34,-33,-24,-29,-17,-25,-56,-74,-87,-57,-58,-60,-65,-64,-43,-53,-54,-53,-53,-43,-45,-42,-84,-67,-22,-4,-21,12,-23,-14,-19,4,4,-14,-12,-2,-5,-9,-7,-21,6,11,2,2,-18,11,14,12,14,LEFT
118.9875,-22,-25,-25,-23,-11,-8,7,-11,-12,-4,-16,-8,-6,-10,14,-5,-5,-1,-7,5,-1,-54,-58,-83,-46,-48,-44,-52,-50,-27,-27,-29,-29,-30,-29,-31,-49,-79,-19,-5,16,-2,22,-23,10,-2,22,22,2,2,10,8,3,4,-5,14,20,7,9,-11,16,21,18,24,LEFT
118.9938,-1,-21,-22,-24,-13,-11,2,3,-8,-5,-19,-13,-13,-6,8,-7,-7,-7,-18,-6,-4,-75,-64,-80,-49,-50,-52,-42,-39,-35,-34,-37,-36,-36,-50,-50,-64,-44,1,-12,-22,-10,-9,-30,-14,-8,-1,-1,-14,-13,-6,-8,-12,-12,-12,-6,1,-6,-11,-31,-2,6,-1,2,LEFT
119.0,-11,-25,-25,-27,-22,-20,-9,0,-14,-7,-21,-12,-12,-5,5,-11,-10,-6,-17,-4,-2,-105,-63,-63,-65,-65,-43,-32,-29,-60,-22,-22,-21,-22,-34,-35,-22,-15,-5,1,-11,2,-6,-15,-10,3,5,5,-6,-4,5,5,1,2,1,1,8,4,2,-20,6,9,-3,0,LEFT
119.0062,-12,-3,-4,-4,3,4,14,6,-4,6,-5,7,5,-1,17,-4,-3,3,-4,7,0,-125,-60,-67,-69,-69,-33,-50,-49,-50,-11,-13,-13,-14,-23,-23,-9,-48,-16,-15,19,-16,4,-15,2,-16,-1,-1,-18,-18,-10,-9,-14,-13,-25,-18,-10,-11,-19,-40,-15,-7,-22,-14,LEFT
119.0125,-14,-16,-17,-16,-12,-12,-5,-15,-21,-15,-25,-14,-22,-31,-8,-27,-26,-22,-26,-18,-27,-74,-64,-73,-56,-57,-40,-64,-62,-4,-24,-26,-26,-26,-38,-37,-38,-69,-23,-34,4,-32,-4,-26,-12,-30,-11,-11,-31,-30,-24,-22,-29,-27,-31,-24,-17,-16,-30,-50,-18,-13,-28,-12,LEFT
119.0188,-18,-24,-25,-24,-18,-17,0,-15,-20,-16,-28,-16,-17,-21,-9,-24,-23,-20,-20,-12,-16,-65,-59,-65,-32,-33,-36,-43,-42,4,-21,-23,-22,-23,-32,-33,-29,-39,-13,-12,-10,-9,1,-17,-17,-8,1,1,-18,-16,-7,-6,-11,-10,-10,-13,-3,-3,-10,-32,-4,-3,-16,-7,LEFT
119.025,-15,-17,-18,-17,-6,-4,14,-10,-8,-6,-18,-5,1,-6,-1,-14,-13,-7,-8,1,-5,-94,-72,-79,-37,-39,-40,-65,-64,-28,-29,-32,-31,-31,-27,-29,-39,-65,-42,-9,-24,-7,-5,-20,-18,-7,1,2,-12,-12,-1,1,-4,-3,-10,-12,-2,4,-4,-25,-4,5,-4,-10,LEFT
119.0312,-8,-12,-13,-13,1,2,20,-12,-5,2,-13,1,11,-4,0,-10,-8,1,-3,7,-6,-92,-69,-74,-47,-48,-35,-47,-44,-50,-29,-29,-28,-29,-22,-21,-47,-55,-77,3,-35,4,11,-17,-23,6,7,8,1,2,13,15,9,11,5,-2,8,12,7,-13,6,9,2,-8,LEFT
119.0375,-5,1,-1,-3,12,13,35,-1,3,15,1,14,25,7,5,2,3,14,7,17,-1,-77,-51,-52,-55,-56,-29,-24,-22,-59,-10,-11,-11,-12,-23,-24,-18,-30,-83,1,-19,1,-2,-14,-23,-1,4,3,-1,-1,7,8,-1,-1,-7,-9,1,-3,-7,-29,-3,-5,-13,-18,LEFT
119.0438,-36,-19,-21,-21,-13,-11,8,-14,-17,-6,-18,-10,-1,-14,-8,-16,-14,-7,-15,-7,-27,-105,-77,-72,-74,-76,-50,-54,-51,-50,-31,-34,-33,-33,-44,-43,-41,-47,-59,-27,-20,-27,-32,-35,-27,-27,-7,-7,-16,-15,-11,-11,-20,-19,-32,-20,-11,-14,-20,-41,-13,-10,-15,-12,LEFT
119.05,-43,-25,-26,-25,-21,-19,-4,-16,-20,-7,-24,-14,-8,-29,-8,-17,-16,-10,-16,-10,-29,-91,-70,-82,-65,-66,-44,-61,-59,-32,-27,-28,-27,-28,-26,-27,-25,-53,-45,-24,-16,-21,-25,-14,-29,-20,6,6,-2,-2,1,1,-6,-4,-20,0,7,-2,-3,-24,6,2,-3,8,LEFT
119.0563,-16,-8,-8,-12,-9,-7,5,1,0,11,-12,-4,2,-15,4,-3,-3,1,-6,-2,-17,-77,-60,-60,-59,-59,-36,-40,-36,-50,-29,-30,-30,-31,-34,-35,-20,-53,-46,-20,-17,-18,-2,-18,-29,-20,11,12,-6,-6,-9,-10,-12,-11,-25,3,6,-11,-14,-34,3,-2,-8,8,LEFT
119.0625,-32,-24,-25,-27,-29,-27,-16,-12,-16,-5,-27,-22,-16,-26,-12,-20,-17,-18,-24,-20,-30,-100,-76,-72,-55,-56,-45,-43,-41,-69,-42,-43,-42,-42,-44,-44,-33,-71,-21,-23,-30,-20,1,-38,-26,-19,3,4,-12,-11,-18,-16,-15,-15,-18,-9,-2,-14,-18,-39,-4,-8,-16,-13,LEFT
119.0687,6,-7,-7,-13,-11,-8,6,10,-2,7,-12,-3,6,-4,-2,-5,-4,-3,-6,3,-8,-96,-57,-59,-40,-40,-21,-39,-38,-46,-5,-5,-5,-6,-12,-14,-25,-41,-7,7,4,8,1,-16,-10,9,4,4,-3,-3,-6,1,-2,-1,7,-15,-2,-4,-8,-30,-5,-8,-17,-25,LEFT
119.075,-6,-3,-4,-6,2,3,24,-6,-8,3,-11,1,12,4,-19,-12,-9,-3,-8,4,-10,-68,-51,-40,-37,-39,-30,-35,-32,-26,-25,-29,-29,-29,-31,-31,-25,-8,-47,-8,-18,-10,-40,-33,-41,-10,-21,-21,-22,-21,-22,-15,-18,-17,-17,-31,-18,-12,-23,-44,-21,-15,-24,-28,LEFT
